stud_id,g1a,g2a,g3a,g4a,g5a,g_total,s1,s2,s3,s4,chinese,english,matha,mathb,mathc,track,indrg,indrs,ind42
44856, , , , , , , , , , , , , , , ,-,0,0,0
44857, , , , , , , , , , ,70,40,40, , ,-,0,0,1
44858,11,6,5,12,9,43,69.0699996948242,25.1700000762939,0,46.4000015258789, , , , , ,3.考試分發,1,1,0
44860, , , , , , , , , , ,88,52,56, , ,3.考試分發,0,0,1
44861,13,12,5,12,10,52, , , , , , , , , ,4.獨立招生,1,0,0
44863,14,15,12,11,13,65,69.1699981689453,82,82.4000015258789,91, , , , , ,3.考試分發,1,1,0
44867,8,3,3,5,7,26, , , , , , , , , ,8.其他,1,0,0
44868,12,6,7,10,11,46,67.5299987792969,21.8899993896484,38.2000007629395,44.4000015258789, , , , , ,3.考試分發,1,1,0
44869,11,7,6,12,9,45,62.9700012207031,7.94000005722046, ,37.5999984741211, , , , , ,-,1,1,0
44870,12,8,9,8,11,48, , , , , , , , , ,2.個人申請,1,0,0
44871,6,5,2,8,4,25, , , , ,50,48, , ,64,1.學校推薦,1,0,1
44872, , , , , , , , , , ,78,38,80, , ,-,0,0,1
44876,9,8,4,5,5,31, , , , ,68,90, ,56, ,1.學校推薦,1,0,1
44877, , , , , , , , , , ,78,68, ,44, ,3.考試分發,0,0,1
44878, , , , , , , , , , , , , , , ,-,0,0,0
44879,11,9,6,11,9,46,44.6699981689453,22.3899993896484,0,51, , , , , ,3.考試分發,1,1,0
44880, , , , , , , , , , ,76,64, ,72, ,1.學校推薦,0,0,1
44881,13,9,4,14,9,49,72,42.8899993896484,0,62.4000015258789, , , , , ,3.考試分發,1,1,0
44882, , , , , , , , , , , , , , , ,-,0,0,0
44883,13,13,5,14,10,55,80.8300018310547,64.1100006103516,0,46.9000015258789, , , , , ,3.考試分發,1,1,0
44884, , , , , , , , , , ,60,70,56, , ,1.學校推薦,0,0,1
44886, , , , , , , , , , ,82,84, ,64, ,3.考試分發,0,0,1
44888, , , , , , , , , , ,72,58,88, , ,1.學校推薦,0,0,1
44889,14,13,10,13,11,61,62.3699989318848,48.560001373291,40.5999984741211,82.0999984741211, , , , , ,3.考試分發,1,1,0
44891,11,9,7,7,12,46,59.0699996948242,20.6700000762939,19.6000003814697,34.5, , , , , ,3.考試分發,1,1,0
44894,6,5,10,7,11,39, , , , , , , , , ,2.個人申請,1,0,0
44896, , , , , , , , , , ,62,24, ,20, ,3.考試分發,0,0,1
44898,9,9,8,10,12,48,38.0699996948242,28.3899993896484,65.0999984741211,46.7999992370605, , , , , ,3.考試分發,1,1,0
44901,13,9,13,10,12,57,64.1699981689453,21.0599994659424,62.9000015258789,93, , , , , ,3.考試分發,1,1,0
44906,9,4,3,11,10,37, , , , , , , , , ,2.個人申請,1,0,0
44907, , , , , , , , , , ,60,30,24, , ,-,0,0,1
44908,5,3,4,5,6,23, , , , , , , , , ,4.獨立招生,1,0,0
44909,13,12,7,14,11,57,67.129997253418,75.0599975585938,0,68.3000030517578, , , , , ,3.考試分發,1,1,0
44911,14,13,6,13,12,58,74.2300033569336,69.0599975585938,0,39, , , , , ,3.考試分發,1,1,0
44913,12,12,8,11,11,54,67.5299987792969,38.2799987792969,23.2000007629395,28.7999992370605, , , , , ,3.考試分發,1,1,0
44915,12,14,10,13,14,63,70.6999969482422,54.1100006103516,58.2999992370605,69.5, , , , , ,3.考試分發,1,1,0
44916, , , , , , , , , , ,82,38, ,56, ,3.考試分發,0,0,1
44917, , , , , , , , , , ,74,98, ,80, ,3.考試分發,0,0,1
44918, , , , , , , , , , ,74,86, ,60, ,3.考試分發,0,0,1
44919, , , , , , , , , , ,76,50,92, , ,3.考試分發,0,0,1
44923, , , , , , , , , , ,56,44, ,52, ,3.考試分發,0,0,1
44924, , , , , , , , , , ,82,46, ,68, ,3.考試分發,0,0,1
44925,12,14,8,13,11,58,62.5699996948242,67.6699981689453,0,43.2999992370605, , , , , ,3.考試分發,1,1,0
44929,9,6,5,9,6,35, , , , , , , , , ,2.個人申請,1,0,0
44931,12,7,9,11,7,46,53.7000007629395,16.8899993896484,0,17.2000007629395, , , , , ,3.考試分發,1,1,0
44937, , , , , , , , , , ,44,30,24, , ,1.學校推薦,0,0,1
44938,12,4,2,6,5,29, , , , , , , , , ,1.學校推薦,1,0,0
44939, , , , , , , , , , , , , , , ,-,0,0,0
44940,8,4,5,8,7,32, , , , ,70,86, ,92, ,3.考試分發,1,0,1
44941,10,7,4,9,6,36,34.7000007629395,13.5,11,8, , , , , ,3.考試分發,1,1,0
44942, , , , , , , , , , ,60,68, ,92, ,3.考試分發,0,0,1
44944,12,10,9,7,10,48,47.8699989318848,15.8299999237061,50,81.8000030517578, , , , , ,3.考試分發,1,1,0
44946,6,4,10,9,10,39,28.7000007629395,7.32999992370605,13.8000001907349,40.0999984741211, , , , , ,3.考試分發,1,1,0
44947,6,6,4,10,8,34, , , , , , , , , ,6.體育保送,1,0,0
44948,13,6,4,10,7,40,71.5699996948242,12.0600004196167,0,28.2000007629395, , , , , ,3.考試分發,1,1,0
44949, , , , , , , , , , , , , , , ,-,0,0,0
44950,5,4,0,4,4,17, , , , , , , , , ,-,1,0,0
44953,10,10,7,11,10,48, , , , , , , , , ,2.個人申請,1,0,0
44955, , , , , , , , , , ,78,76, ,68, ,1.學校推薦,0,0,1
44956,9,13,8,11,7,48,53.0999984741211,51,0,26.7999992370605, , , , , ,3.考試分發,1,1,0
44957,11,13,7,11,11,53,62.2299995422363,62.1699981689453,0,58.5999984741211, , , , , ,3.考試分發,1,1,0
44959,13,9,8,11,8,49,66.8300018310547,35.1100006103516,0,51, , , , , ,3.考試分發,1,1,0
44960,15,15,10,12,11,63, , , , , , , , , ,2.個人申請,1,0,0
44961,14,9,8,11,10,52,64.4000015258789,37.7200012207031,43.5999984741211,62, , , , , ,3.考試分發,1,1,0
44962,10,11,4,10,7,42,63.1300010681152,32.7799987792969,0,67.5999984741211, , , , , ,3.考試分發,1,1,0
44963, , , , , , , , , , ,68,86, ,40, ,3.考試分發,0,0,1
44964,9,3,4,10,9,35, , , , , , , , , ,1.學校推薦,1,0,0
44966,12,6,8,9,9,44,62.1699981689453,4.32999992370605,33,55.5999984741211,80,58,60, , ,3.考試分發,1,1,1
44967,13,11,8,9,8,49, , , , , , , , , ,2.個人申請,1,0,0
44968,13,15,10,12,12,62,74.3300018310547,83.5,67.0999984741211,0, , , , , ,3.考試分發,1,1,0
44969, , , , , , , , , , ,34,22, ,20, ,1.學校推薦,0,0,1
44970,9,5,4,9,5,32, , , , , , , , , ,-,1,0,0
44971,13,10,6,9,8,46,58.7299995422363,33.5,0,30, , , , , ,3.考試分發,1,1,0
44975,13,14,10,13,9,59,74.2300033569336,63,0,33.4000015258789, , , , , ,3.考試分發,1,1,0
44977, , , , , , , , , , ,82,46,60, , ,3.考試分發,0,0,1
44978,10,11,6,10,8,45,46.5699996948242,31.2199993133545,0,35.5999984741211, , , , , ,3.考試分發,1,1,0
44981, , , , , , , , , , ,60,44,48, , ,1.學校推薦,0,0,1
44982,10,6,10,8,12,46,30.6000003814697,12.8900003433228,28,81.8000030517578, , , , , ,2.個人申請,1,1,0
44983,5,6,3,7,7,28, , , , , , , , , ,-,1,0,0
44986,12,11,6,11,12,52, , , , , , , , , ,2.個人申請,1,0,0
44988,11,12,8,10,11,52,69.5,61.3300018310547,25,50, , , , , ,3.考試分發,1,1,0
44989,14,15,14,13,13,69,77.1699981689453,77,74.0999984741211,65.5999984741211, , , , , ,3.考試分發,1,1,0
44990, , , , , , , , , , ,54,20, ,64, ,3.考試分發,0,0,1
44992,10,5,3,9,7,34, , , , ,78,64,84, , ,-,1,0,1
44994,9,5,5,7,5,31,31.3299999237061,5.17000007629395,0,4.5, , , , , ,3.考試分發,1,1,0
44995,12,8,4,12,9,45, , , , , , , , , ,2.個人申請,1,0,0
44997,11,13,6,11,10,51,67.4300003051758,45.5,0,36.4000015258789, , , , , ,3.考試分發,1,1,0
45002,13,14,10,13,14,64, , , , , , , , , ,2.個人申請,1,0,0
45003, , , , , , , , , , ,78,78, ,60, ,3.考試分發,0,0,1
45005,6,4,4,8,5,27, , , , , , , , , ,6.體育保送,1,0,0
45007, , , , , , , , , , ,24,36, ,32, ,3.考試分發,0,0,1
45008,12,7,5,13,10,47,60.4700012207031,16.3899993896484,11,46.2000007629395, , , , , ,3.考試分發,1,1,0
45010,10,5,3,6,6,30, , , , ,86,48, ,64, ,1.學校推薦,1,0,1
45011, , , , , , , , , , ,84,68, ,64, ,1.學校推薦,0,0,1
45012,12,7,8,11,6,44, , , , , , , , , ,1.學校推薦,1,0,0
45014, , , , , , , , , , , , , , , ,2.個人申請,0,0,0
45015,9,8,9,12,12,50,48.5999984741211,30.0599994659424,55,63.4000015258789, , , , , ,3.考試分發,1,1,0
45016, , , , , , , , , , , , , , , ,-,0,0,0
45018,13,8,7,12,11,51,73.629997253418,13.5,30.6000003814697,58.0999984741211, , , , , ,3.考試分發,1,1,0
45019,10,4,7,13,10,44,44.4300003051758,6.67000007629395,0,42, , , , , ,3.考試分發,1,1,0
45020,7,5,0,9,5,26, , , , ,64,26, ,64, ,1.學校推薦,1,0,1
45023, , , , , , , , , , ,72,38,16, , ,3.考試分發,0,0,1
45024,14,15,8,11,10,58, , , , , , , , , ,1.學校推薦,1,0,0
45027,10,5,5,10,11,41,49.7000007629395,14.9399995803833,25.6000003814697,50.5, , , , , ,3.考試分發,1,1,0
45029, , , , , , , , , , ,66,46,36, , ,1.學校推薦,0,0,1
45030,12,12,11,13,14,62,69.1999969482422,35.3300018310547,55.5999984741211,87.8000030517578, , , , , ,3.考試分發,1,1,0
45031, , , , , , , , , , ,54,72, ,88, ,3.考試分發,0,0,1
45032,10,7,6,11,8,42,43.8300018310547,28.2199993133545,0,28, , , , , ,3.考試分發,1,1,0
45034,12,12,6,13,11,54, , , , , , , , , ,2.個人申請,1,0,0
45036,10,8,6,10,8,42,63,21.3299999237061,28.7000007629395,38.2000007629395, , , , , ,3.考試分發,1,1,0
45038,13,8,11,8,11,51, , , , ,84,82,84, , ,3.考試分發,1,0,1
45040, , , , , , , , , , ,34,36,32, , ,4.獨立招生,0,0,1
45041, , , , , , , , , , ,48,30, ,28, ,-,0,0,1
45042,12,10,7,10,14,53,57.2700004577637,21.9400005340576,27.2000007629395,59.9000015258789, , , , , ,3.考試分發,1,1,0
45044,6,0,2,8,7,23, , , , ,72,34,32, , ,-,1,0,1
45046,11,5,8,11,10,45,36.1699981689453,11.7200002670288,63,73.8000030517578, , , , , ,3.考試分發,1,1,0
45047,11,7,7,10,9,44,45.2000007629395,23.8299999237061,40.2999992370605,35.7000007629395, , , , , ,3.考試分發,1,1,0
45048,12,13,10,9,11,55,55.5999984741211,62.5,36,0, , , , , ,3.考試分發,1,1,0
45050,15,14,8,12,8,57, , , , , , , , , ,2.個人申請,1,0,0
45051, , , , , , , , , , ,60,30, ,0, ,-,0,0,1
45053,12,9,7,11,9,48,58.7299995422363,41.3300018310547,0,49.5, , , , , ,3.考試分發,1,1,0
45055,13,9,7,10,8,47,63.5,36.1100006103516,0,39, , , , , ,3.考試分發,1,1,0
45056, , , , , , , , , , ,74,52,60, , ,3.考試分發,0,0,1
45058, , , , , , , , , , ,68,54, ,36, ,-,0,0,1
45059,8,3,2,8,4,25, , , , , , , , , ,2.個人申請,1,0,0
45060, , , , , , , , , , ,66,48, ,52, ,3.考試分發,0,0,1
45063,12,14,5,11,8,50, , , , , , , , , ,2.個人申請,1,0,0
45065,10,10,10,11,8,49, , , , , , , , , ,1.學校推薦,1,0,0
45066,10,11,5,8,10,44,49.2700004577637,22.4400005340576,47.2000007629395,57.5999984741211, , , , , ,3.考試分發,1,1,0
45069,12,8,7,11,12,50, , , , , , , , , ,2.個人申請,1,0,0
45070, , , , , , , , , , ,58,44,48, , ,3.考試分發,0,0,1
45072,9,4,3,9,9,34,45.8699989318848,19.9400005340576,23.7999992370605,0, , , , , ,3.考試分發,1,1,0
45073,12,8,6,9,7,42,41.4000015258789,18.6700000762939,10,32.7999992370605, , , , , ,3.考試分發,1,1,0
45074,12,8,12,13,12,57,69.9000015258789,26.0599994659424,0,73.8000030517578, , , , , ,3.考試分發,1,1,0
45075,9,3,4,11,4,31, , , , , , , , , ,4.獨立招生,1,0,0
45077,13,11,8,13,11,56,63.3699989318848,55.560001373291,40.7999992370605,65.5999984741211, , , , , ,3.考試分發,1,1,0
45079,13,12,14,14,14,67,76.9300003051758,66.3300018310547,64.1999969482422,92, , , , , ,3.考試分發,1,1,0
45080,13,9,4,11,6,43,63.3300018310547,24.5,0,24.8999996185303, , , , , ,3.考試分發,1,1,0
45082, , , , , , , , , , , , , , , ,5.技優入學,0,0,0
45083,8,5,4,8,8,33,0,0,0,0, , , , , ,-,1,1,0
45084,13,11,8,11,13,56,70.4000015258789,46.8899993896484,49.4000015258789,59.2999992370605, , , , , ,3.考試分發,1,1,0
45086,8,2,4,7,5,26, , , , ,64,34,72, , ,3.考試分發,1,0,1
45088,14,10,10,9,14,57,67.2300033569336,51.3899993896484,34.2000007629395,66.1999969482422, , , , , ,3.考試分發,1,1,0
45089,10,6,4,12,10,42,46.8300018310547,6.6100001335144,18,42.0999984741211, , , , , ,3.考試分發,1,1,0
45091,9,10,10,7,7,43,49.3300018310547,25.3299999237061,33.5999984741211,78.5999984741211, , , , , ,3.考試分發,1,1,0
45092,11,6,8,10,9,44,58.8300018310547,12.5,0,65.0999984741211, , , , , ,3.考試分發,1,1,0
45094, , , , , , , , , , ,84,74,84, , ,1.學校推薦,0,0,1
45096, , , , , , , , , , , , , , , ,-,0,0,0
45097,9,3,4,7,6,29, , , , , , , , , ,2.個人申請,1,0,0
45099,9,5,8,10,10,42,42.2700004577637,10.8299999237061,0,32.9000015258789, , , , , ,3.考試分發,1,1,0
45100, , , , , , , , , , ,44,32, ,32, ,3.考試分發,0,0,1
45101, , , , , , , , , , , , , , , ,-,0,0,0
45103,13,12,10,10,8,53,55.9300003051758,42.1699981689453,0,52.2000007629395, , , , , ,3.考試分發,1,1,0
45104, , , , , , , , , , , , , , , ,-,0,0,0
45109,12,11,9,13,9,54,60.6699981689453,40.2200012207031,0,45.0999984741211, , , , , ,3.考試分發,1,1,0
45111,13,14,6,13,10,56, , , , , , , , , ,4.獨立招生,1,0,0
45113,12,12,7,13,8,52,66.1699981689453,47.5,0,50.4000015258789, , , , , ,3.考試分發,1,1,0
45114,5,7,6,7,5,30, , , , , , , , , ,2.個人申請,1,0,0
45115,11,5,7,8,6,37,40.7000007629395,7.44000005722046,0,5, , , , , ,3.考試分發,1,1,0
45117, , , , , , , , , , ,42,34, ,24, ,3.考試分發,0,0,1
45118,5,5,10,10,8,38,2.59999990463257,7,28,0, , , , , ,3.考試分發,1,1,0
45119, , , , , , , , , , ,78,50,84, , ,3.考試分發,0,0,1
45122, , , , , , , , , , ,70,48,88, , ,3.考試分發,0,0,1
45125,13,11,6,13,9,52,79.7699966430664,37.2799987792969,0,48.0999984741211, , , , , ,3.考試分發,1,1,0
45126,11,14,5,11,6,47, , , , , , , , , ,2.個人申請,1,0,0
45128,8,8,6,12,9,43,45.0999984741211,11,13.3999996185303,40.7999992370605, , , , , ,3.考試分發,1,1,0
45129,6,4,4,7,4,25,25,13.3299999237061,0,15.8000001907349, , , , , ,3.考試分發,1,1,0
45130,13,15,10,15,13,66,72.8000030517578,72.4400024414063,62.2999992370605,73.8000030517578, , , , , ,3.考試分發,1,1,0
45131,10,7,7,11,11,46,48.8300018310547,14.6700000762939,29.6000003814697,36.2999992370605, , , , , ,3.考試分發,1,1,0
45132,14,11,7,11,9,52, , , , , , , , , ,1.學校推薦,1,0,0
45133,6,6,5,8,6,31, , , , , , , , , ,2.個人申請,1,0,0
45134,11,4,3,10,9,37, , , , , , , , , ,2.個人申請,1,0,0
45136,10,6,7,8,7,38,44.4000015258789,11.7200002670288,46.2000007629395,51.7999992370605, , , , , ,3.考試分發,1,1,0
45138,11,10,10,11,13,55, , , , , , , , , ,2.個人申請,1,0,0
45139,8,7,4,7,5,31, , , , , , , , , ,-,1,0,0
45140,11,5,3,8,7,34,48.7999992370605,9.17000007629395, ,42.5, , , , , ,-,1,1,0
45141, , , , , , , , , , ,64,36,16, , ,3.考試分發,0,0,1
45142,11,11,9,11,14,56, , , , , , , , , ,2.個人申請,1,0,0
45143,11,9,4,11,8,43, , , , , , , , , ,2.個人申請,1,0,0
45144,10,8,5,11,8,42,46.2999992370605,21.9400005340576,0,23.7999992370605, , , , , ,3.考試分發,1,1,0
45149, , , , , , , , , , ,62,46, ,36, ,3.考試分發,0,0,1
45151,14,14,10,11,9,58,72.870002746582,80.8300018310547,0,33.4000015258789, , , , , ,3.考試分發,1,1,0
45152,12,5,12,9,11,49,41.8699989318848,16.1700000762939,54.2000007629395,75.4000015258789, , , , , ,3.考試分發,1,1,0
45154,12,7,10,11,12,52,56.1699981689453,24,20.5,68.8000030517578, , , , , ,3.考試分發,1,1,0
45155,12,14,9,10,7,52,71.5299987792969,61.8300018310547,0,49.5999984741211, , , , , ,3.考試分發,1,1,0
45158,13,10,9,12,8,52,63.5999984741211,25.1700000762939,0,55.5999984741211, , , , , ,3.考試分發,1,1,0
45159, , , , , , , , , , , , , , , ,-,0,0,0
45161, , , , , , , , , , ,96,50, ,48, ,3.考試分發,0,0,1
45162,11,7,6,10,12,46,63,7.67000007629395,19.2000007629395,32, , , , , ,3.考試分發,1,1,0
45163,10,9,3,11,6,39,62.5699996948242,36.1100006103516,0,35.2000007629395, , , , , ,3.考試分發,1,1,0
45164, , , , , , , , , , ,88,92, ,80, ,1.學校推薦,0,0,1
45166,13,10,7,10,9,49,61.8699989318848,45.8300018310547,52.4000015258789,23.7000007629395, , , , , ,3.考試分發,1,1,0
45167,11,8,4,8,7,38,45.4700012207031,9.17000007629395,22,32.9000015258789, , , , , ,3.考試分發,1,1,0
45168,11,11,6,10,9,47,56.0299987792969,41.6100006103516,0,31.1000003814697, , , , , ,3.考試分發,1,1,0
45169,13,10,6,11,9,49,58.9300003051758,44.439998626709,0,50.7999992370605, , , , , ,3.考試分發,1,1,0
45170,11,6,2,8,6,33,44.7299995422363,10.2799997329712,0,16, , , , , ,3.考試分發,1,1,0
45171,11,4,5,11,8,39, , , , , , , , , ,2.個人申請,1,0,0
45172,11,4,3,12,8,38,54.9000015258789,3.5,15.8000001907349,15.8000001907349, , , , , ,3.考試分發,1,1,0
45174,11,9,7,11,10,48,58,39.8300018310547,0,53.7000007629395, , , , , ,3.考試分發,1,1,0
45175,10,10,9,10,13,52,69.2300033569336,42.8899993896484,56.9000015258789,0, , , , , ,3.考試分發,1,1,0
45176,13,11,6,11,12,53,65.9000015258789,29,16.6000003814697,56.7999992370605, , , , , ,3.考試分發,1,1,0
45177, , , , , , , , , , ,36,30, ,16, ,-,0,0,1
45180,11,8,6,10,10,45,41.5999984741211,33.7200012207031,40.0999984741211,77.1999969482422, , , , , ,1.學校推薦,1,1,0
45181,12,3,2,11,7,35, , , , ,86,46,40, , ,3.考試分發,1,0,1
45182,10,7,8,7,6,38, , , , , , , , , ,2.個人申請,1,0,0
45184, , , , , , , , , , ,62,24, ,36, ,1.學校推薦,0,0,1
45185, , , , , , , , , , ,50,36,60, , ,3.考試分發,0,0,1
45186,11,8,6,13,7,45, , , , , , , , , ,1.學校推薦,1,0,0
45187,11,13,12,11,13,60,60.1699981689453,59.6100006103516,62,85.3000030517578, , , , , ,3.考試分發,1,1,0
45188,10,3,2,7,6,28,38.7000007629395,7.82999992370605,0,34, , , , , ,3.考試分發,1,1,0
45190, , , , , , , , , , ,72,44, ,76, ,3.考試分發,0,0,1
45193, , , , , , , , , , ,44,28, ,32, ,3.考試分發,0,0,1
45194, , , , , , , , , , ,44,36, ,32, ,3.考試分發,0,0,1
45198,11,7,2,12,7,39,57.7299995422363,24.2800006866455,0,42.7999992370605, , , , , ,3.考試分發,1,1,0
45199,12,5,2,7,5,31, , , , , , , , , ,2.個人申請,1,0,0
45202,12,8,4,13,9,46, , , , , , , , , ,3.考試分發,1,0,0
45203, , , , , , , , , , ,82,46, ,20, ,3.考試分發,0,0,1
45204, , , , , , , , , , ,84,58, ,68, ,3.考試分發,0,0,1
45205,6,2,2,6,5,21, , , , , , , , , ,4.獨立招生,1,0,0
45207,4,3,3,6,7,23, , , , , , , , , ,2.個人申請,1,0,0
45209,10,6,4,9,7,36,38.0999984741211,5.82999992370605,13,23.7000007629395, , , , , ,3.考試分發,1,1,0
45210, , , , , , , , , , ,66,70, ,64, ,1.學校推薦,0,0,1
45211, , , , , , , , , , , , , , , ,-,0,0,0
45213,11,10,6,12,11,50,48.8699989318848,18,26.7999992370605,71.9000015258789, , , , , ,3.考試分發,1,1,0
45214,11,6,8,9,11,45, , , , , , , , , ,1.學校推薦,1,0,0
45215,8,2,5,7,6,28, , , , ,62,44, ,52, ,5.技優入學,1,0,1
45218,12,10,4,13,7,46,59,16.5,0,39, , , , , ,3.考試分發,1,1,0
45219,10,9,8,11,11,49,59.1699981689453,33.060001373291,39.0999984741211,31.7000007629395, , , , , ,3.考試分發,1,1,0
45220,12,12,3,11,7,45,63.6699981689453,55.3899993896484,0,25.3999996185303, , , , , ,3.考試分發,1,1,0
45224, , , , , , , , , , ,42,30, ,28, ,-,0,0,1
45225,13,10,4,12,7,46,67.7300033569336,23.1100006103516,0,43.5999984741211, , , , , ,3.考試分發,1,1,0
45228, , , , , , , , , , ,78,18, ,60, ,1.學校推薦,0,0,1
45230,13,12,6,10,8,49, , , , , , , , , ,3.考試分發,1,0,0
45232,15,15,12,11,15,68, , , , , , , , , ,-,1,0,0
45237,9,6,6,10,10,41,64.1999969482422,18.6100006103516,38.7999992370605,67.8000030517578, , , , , ,3.考試分發,1,1,0
45239, , , , , , , , , , ,76,58, ,60, ,3.考試分發,0,0,1
45240,8,7,8,10,8,41,37.5,7.5,0,33.0999984741211, , , , , ,3.考試分發,1,1,0
45244,11,11,6,11,8,47,50.5999984741211,39.939998626709,0,21.6000003814697, , , , , ,3.考試分發,1,1,0
45245, , , , , , , , , , ,50,28,36, , ,1.學校推薦,0,0,1
45246,12,9,5,10,10,46,53.5699996948242,36.2799987792969,34,43.7999992370605, , , , , ,3.考試分發,1,1,0
45251,10,7,6,11,8,42,30.9699993133545,15.7200002670288,0,33, , , , , ,3.考試分發,1,1,0
45252,6,6,5,7,5,29, , , , ,64,62,84, , ,3.考試分發,1,0,1
45253, , , , , , , , , , ,66,80,96, , ,1.學校推薦,0,0,1
45254,11,10,8,10,8,47,55.7000007629395,21.6700000762939,44,53.2000007629395, , , , , ,3.考試分發,1,1,0
45255,9,8,3,7,6,33,34.5999984741211,20.1100006103516,0,22.3999996185303, , , , , ,3.考試分發,1,1,0
45256,12,13,4,12,11,52,72.9300003051758,46.2200012207031,.5,33.2999992370605, , , , , ,3.考試分發,1,1,0
45258, , , , , , , , , , , , , , , ,-,0,0,0
45259, , , , , , , , , , ,44,24, ,24, ,-,0,0,1
45260,12,7,11,11,13,54, , , , , , , , , ,1.學校推薦,1,0,0
45261,11,4,9,11,11,46,50.6300010681152,4.32999992370605,20,70.4000015258789, , , , , ,3.考試分發,1,1,0
45263,14,14,7,13,11,59,63.9700012207031,55.2200012207031,0,84.5999984741211, , , , , ,3.考試分發,1,1,0
45264,9,12,6,8,8,43,37.8699989318848,32.560001373291,24,37.7000007629395, , , , , ,3.考試分發,1,1,0
45265,7,5,5,7,7,31, , , , , , , , , ,2.個人申請,1,0,0
45266, , , , , , , , , , ,60,44,44, , ,-,0,0,1
45267, , , , , , , , , , ,78,58, ,28, ,1.學校推薦,0,0,1
45268,12,8,5,13,7,45,61.4300003051758,18.3299999237061,0,11, , , , , ,3.考試分發,1,1,0
45276, , , , , , , , , , ,64,38, ,84, ,1.學校推薦,0,0,1
45278,10,4,5,10,6,35, , , , , , , , , ,2.個人申請,1,0,0
45279, , , , , , , , , , ,56,40, ,28, ,3.考試分發,0,0,1
45280, , , , , , , , , , ,30,30, ,24, ,-,0,0,1
45283,11,7,8,10,9,45,51.5,8.0600004196167,0,55, , , , , ,3.考試分發,1,1,0
45284,15,8,8,10,10,51,71.0699996948242,25.7800006866455,45.5,68.4000015258789, , , , , ,3.考試分發,1,1,0
45288,12,8,5,13,9,47,65.5999984741211,52.939998626709,28.1000003814697,0, , , , , ,3.考試分發,1,1,0
45291,12,13,4,10,9,48, , , , , , , , , ,1.學校推薦,1,0,0
45293,12,7,10,11,13,53, , , , , , , , , ,3.考試分發,1,0,0
45295,10,8,8,10,7,43,42.9700012207031,10.0600004196167,0,39.2000007629395, , , , , ,3.考試分發,1,1,0
45296, , , , , , , , , , ,64,26,24, , ,1.學校推薦,0,0,1
45297, , , , , , , , , , ,88,52,100, , ,3.考試分發,0,0,1
45299,11,7,8,10,11,47,37.5699996948242,21.8299999237061,29.6000003814697,56.7999992370605, , , , , ,3.考試分發,1,1,0
45300,9,4,2,5,5,25, , , , ,62,42, ,36, ,3.考試分發,1,0,1
45301,13,12,5,10,7,47,68.4700012207031,56,0,50.4000015258789, , , , , ,3.考試分發,1,1,0
45302,11,7,5,10,8,41,53.4300003051758,20.1700000762939,0,29.7000007629395, , , , , ,3.考試分發,1,1,0
45305,10,10,6,12,7,45,44.4300003051758,36.7200012207031,0,56.7999992370605, , , , , ,3.考試分發,1,1,0
45306, , , , , , , , , , ,62,72,56, , ,3.考試分發,0,0,1
45307, , , , , , , , , , ,68,56, ,60, ,3.考試分發,0,0,1
45308,14,9,8,10,8,49,71.5999984741211,12.6700000762939,0,28.2000007629395, , , , , ,3.考試分發,1,1,0
45309,12,9,9,11,8,49,51.4300003051758,38,0,52.7999992370605, , , , , ,3.考試分發,1,1,0
45310,4,3,2,8,4,21, , , , ,58,26,36, , ,3.考試分發,1,0,1
45313,11,7,4,12,11,45, , , , , , , , , ,2.個人申請,1,0,0
45315, , , , , , , , , , ,64,66,76, , ,3.考試分發,0,0,1
45319,9,6,6,11,9,41, , , , , , , , , ,2.個人申請,1,0,0
45320,11,12,7,11,13,54,66.4000015258789,35.5,43.4000015258789,63.7999992370605, , , , , ,3.考試分發,1,1,0
45322,7,5,1,5,5,23,0,0, ,0, , , , , ,-,1,1,0
45323,11,9,4,12,7,43,51.7000007629395,22.5,0,30.7999992370605, , , , , ,3.考試分發,1,1,0
45324,10,7,9,8,9,43,31.5699996948242,16.5599994659424,33.5,71, , , , , ,3.考試分發,1,1,0
45326,12,13,12,13,14,64,58.7299995422363,55.5,85.4000015258789,81, , , , , ,3.考試分發,1,1,0
45327,13,10,7,8,12,50,66.2300033569336,30.6700000762939,47.4000015258789,63, , , , , ,3.考試分發,1,1,0
45328, , , , , , , , , , ,90,90, ,84, ,3.考試分發,0,0,1
45329,12,6,8,11,8,45,66.3300018310547,9.67000007629395,0,14.1999998092651, , , , , ,3.考試分發,1,1,0
45330,6,2,1,6,6,21, , , , ,44,32, ,28, ,-,1,0,1
45332,15,11,6,11,11,54, , , , , , , , , ,2.個人申請,1,0,0
45334, , , , , , , , , , , , , , , ,-,0,0,0
45335, , , , , , , , , , ,70,34, ,32, ,1.學校推薦,0,0,1
45336,11,6,8,12,10,47,39.5299987792969,24.1100006103516,26.7000007629395,56.5999984741211, , , , , ,3.考試分發,1,1,0
45338,11,8,9,13,10,51, , , , , , , , , ,2.個人申請,1,0,0
45339,13,11,8,14,8,54,76.629997253418,48.8300018310547,0,34.7000007629395, , , , , ,3.考試分發,1,1,0
45340,13,13,6,11,10,53, , , , ,82,90, ,96, ,3.考試分發,1,0,1
45341,14,14,9,13,10,60,72.2300033569336,68,0,62.4000015258789, , , , , ,3.考試分發,1,1,0
